#mapping_set_id: boomer:label_match_candidates
#mapping_tool: boomer-label-match
#mapping_date: 2026-03-04
#curie_map:
#  CL: http://purl.obolibrary.org/obo/CL_
#  BTO: http://purl.obolibrary.org/obo/BTO_
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence
DHBA:13338	median eminence	skos:exactMatch	BTO:0001954	median eminence	semapv:LexicalMatching	0.7
DHBA:15544	optic nerve	skos:exactMatch	BTO:0000966	optic nerve	semapv:LexicalMatching	0.7
GO:0007588	excretion	skos:exactMatch	BTO:0000491	excretion	semapv:LexicalMatching	0.7
GO:0031143	pseudopodium	skos:exactMatch	BTO:0002610	pseudopodium	semapv:LexicalMatching	0.7
GO:0042151	nematocyst	skos:exactMatch	BTO:0000918	nematocyst	semapv:LexicalMatching	0.7
GO:0043209	myelin sheath	skos:exactMatch	BTO:0000900	myelin sheath	semapv:LexicalMatching	0.7
GO:0046903	secretion	skos:exactMatch	BTO:0002979	secretion	semapv:LexicalMatching	0.7
GO:0097457	hippocampal mossy fiber	skos:exactMatch	BTO:0002654	hippocampal mossy fiber	semapv:LexicalMatching	0.7
MBA:1065	Hindbrain	skos:exactMatch	BTO:0000672	hindbrain	semapv:LexicalMatching	0.7
MBA:10671	Median eminence	skos:exactMatch	BTO:0001954	median eminence	semapv:LexicalMatching	0.7
MBA:108	choroid plexus	skos:exactMatch	BTO:0000258	choroid plexus	semapv:LexicalMatching	0.7
MBA:1097	Hypothalamus	skos:exactMatch	BTO:0000614	hypothalamus	semapv:LexicalMatching	0.7
MBA:145	fourth ventricle	skos:exactMatch	BTO:0003426	fourth ventricle	semapv:LexicalMatching	0.7
MBA:147	Locus ceruleus	skos:exactMatch	BTO:0001408	locus ceruleus	semapv:LexicalMatching	0.7
MBA:159	Anterior olfactory nucleus	skos:exactMatch	BTO:0003649	anterior olfactory nucleus	semapv:LexicalMatching	0.7
MBA:207	Area postrema	skos:exactMatch	BTO:0003425	area postrema	semapv:LexicalMatching	0.7
MBA:286	Suprachiasmatic nucleus	skos:exactMatch	BTO:0001822	suprachiasmatic nucleus	semapv:LexicalMatching	0.7
MBA:304325711	retina	skos:exactMatch	BTO:0001175	retina	semapv:LexicalMatching	0.7
MBA:313	Midbrain	skos:exactMatch	BTO:0000138	midbrain	semapv:LexicalMatching	0.7
MBA:338	Subfornical organ	skos:exactMatch	BTO:0006266	subfornical organ	semapv:LexicalMatching	0.7
MBA:343	Brain stem	skos:exactMatch	BTO:0000146	brain stem	semapv:LexicalMatching	0.7
MBA:35	Oculomotor nucleus	skos:exactMatch	BTO:0006504	oculomotor nucleus	semapv:LexicalMatching	0.7
MBA:470	Subthalamic nucleus	skos:exactMatch	BTO:0002252	subthalamic nucleus	semapv:LexicalMatching	0.7
MBA:502	Subiculum	skos:exactMatch	BTO:0003087	subiculum	semapv:LexicalMatching	0.7
MBA:512	Cerebellum	skos:exactMatch	BTO:0000232	cerebellum	semapv:LexicalMatching	0.7
MBA:528	Cerebellar cortex	skos:exactMatch	BTO:0000043	cerebellar cortex	semapv:LexicalMatching	0.7
MBA:549	Thalamus	skos:exactMatch	BTO:0001365	thalamus	semapv:LexicalMatching	0.7
MBA:56	Nucleus accumbens	skos:exactMatch	BTO:0001862	nucleus accumbens	semapv:LexicalMatching	0.7
MBA:599626923	Subcommissural organ	skos:exactMatch	BTO:0001820	subcommissural organ	semapv:LexicalMatching	0.7
MBA:688	Cerebral cortex	skos:exactMatch	BTO:0000233	cerebral cortex	semapv:LexicalMatching	0.7
MBA:726	Dentate gyrus	skos:exactMatch	BTO:0002496	dentate gyrus	semapv:LexicalMatching	0.7
MBA:754	Olfactory tubercle	skos:exactMatch	BTO:0001869	olfactory tubercle	semapv:LexicalMatching	0.7
MBA:771	Pons	skos:exactMatch	BTO:0001101	pons	semapv:LexicalMatching	0.7
MBA:776	corpus callosum	skos:exactMatch	BTO:0000615	corpus callosum	semapv:LexicalMatching	0.7
MBA:784	corticospinal tract	skos:exactMatch	BTO:0006132	corticospinal tract	semapv:LexicalMatching	0.7
MBA:797	Zona incerta	skos:exactMatch	BTO:0003146	zona incerta	semapv:LexicalMatching	0.7
MBA:808	glossopharyngeal nerve	skos:exactMatch	BTO:0004979	glossopharyngeal nerve	semapv:LexicalMatching	0.7
MBA:81	lateral ventricle	skos:exactMatch	BTO:0000879	lateral ventricle	semapv:LexicalMatching	0.7
MBA:813	hypoglossal nerve	skos:exactMatch	BTO:0003386	hypoglossal nerve	semapv:LexicalMatching	0.7
MBA:840	olfactory nerve	skos:exactMatch	BTO:0003648	olfactory nerve	semapv:LexicalMatching	0.7
MBA:848	optic nerve	skos:exactMatch	BTO:0000966	optic nerve	semapv:LexicalMatching	0.7
MBA:863	rubrospinal tract	skos:exactMatch	BTO:0006159	rubrospinal tract	semapv:LexicalMatching	0.7
MBA:901	trigeminal nerve	skos:exactMatch	BTO:0001072	trigeminal nerve	semapv:LexicalMatching	0.7
MBA:917	vagus nerve	skos:exactMatch	BTO:0003472	vagus nerve	semapv:LexicalMatching	0.7
MBA:933	vestibulocochlear nerve	skos:exactMatch	BTO:0003490	vestibulocochlear nerve	semapv:LexicalMatching	0.7
MBA:958	Epithalamus	skos:exactMatch	BTO:0000175	epithalamus	semapv:LexicalMatching	0.7
MBA:997	brain	skos:exactMatch	BTO:0000142	brain	semapv:LexicalMatching	0.7
NCBITaxon:1	root	skos:exactMatch	BTO:0001188	root	semapv:LexicalMatching	0.7
PATO:0001190	juvenile	skos:exactMatch	BTO:0002168	juvenile	semapv:LexicalMatching	0.7
UBERON:0000002	uterine cervix	skos:exactMatch	BTO:0001421	uterine cervix	semapv:LexicalMatching	0.7
UBERON:0000004	nose	skos:exactMatch	BTO:0000840	nose	semapv:LexicalMatching	0.7
UBERON:0000009	submucosa	skos:exactMatch	BTO:0002107	submucosa	semapv:LexicalMatching	0.7
UBERON:0000010	peripheral nervous system	skos:exactMatch	BTO:0001028	peripheral nervous system	semapv:LexicalMatching	0.7
UBERON:0000011	parasympathetic nervous system	skos:exactMatch	BTO:0001833	parasympathetic nervous system	semapv:LexicalMatching	0.7
UBERON:0000013	sympathetic nervous system	skos:exactMatch	BTO:0001832	sympathetic nervous system	semapv:LexicalMatching	0.7
UBERON:0000016	endocrine pancreas	skos:exactMatch	BTO:0000650	endocrine pancreas	semapv:LexicalMatching	0.7
UBERON:0000017	exocrine pancreas	skos:exactMatch	BTO:0000434	exocrine pancreas	semapv:LexicalMatching	0.7
UBERON:0000018	compound eye	skos:exactMatch	BTO:0001921	compound eye	semapv:LexicalMatching	0.7
UBERON:0000020	sense organ	skos:exactMatch	BTO:0000202	sense organ	semapv:LexicalMatching	0.7
UBERON:0000029	lymph node	skos:exactMatch	BTO:0000784	lymph node	semapv:LexicalMatching	0.7
UBERON:0000030	lamina propria	skos:exactMatch	BTO:0002330	lamina propria	semapv:LexicalMatching	0.7
UBERON:0000033	head	skos:exactMatch	BTO:0000282	head	semapv:LexicalMatching	0.7
UBERON:0000038	follicular fluid	skos:exactMatch	BTO:0004383	follicular fluid	semapv:LexicalMatching	0.7
UBERON:0000043	tendon	skos:exactMatch	BTO:0001356	tendon	semapv:LexicalMatching	0.7
UBERON:0000045	ganglion	skos:exactMatch	BTO:0000497	ganglion	semapv:LexicalMatching	0.7
UBERON:0000053	macula lutea	skos:exactMatch	BTO:0003015	macula lutea	semapv:LexicalMatching	0.7
UBERON:0000056	ureter	skos:exactMatch	BTO:0001409	ureter	semapv:LexicalMatching	0.7
UBERON:0000057	urethra	skos:exactMatch	BTO:0001426	urethra	semapv:LexicalMatching	0.7
UBERON:0000059	large intestine	skos:exactMatch	BTO:0000706	large intestine	semapv:LexicalMatching	0.7
UBERON:0000074	renal glomerulus	skos:exactMatch	BTO:0000530	renal glomerulus	semapv:LexicalMatching	0.7
UBERON:0000076	external ectoderm	skos:exactMatch	BTO:0006242	external ectoderm	semapv:LexicalMatching	0.7
UBERON:0000079	male reproductive system	skos:exactMatch	BTO:0000082	male reproductive system	semapv:LexicalMatching	0.7
UBERON:0000084	ureteric bud	skos:exactMatch	BTO:0001646	ureteric bud	semapv:LexicalMatching	0.7
UBERON:0000085	morula	skos:exactMatch	BTO:0001508	morula	semapv:LexicalMatching	0.7
UBERON:0000086	zona pellucida	skos:exactMatch	BTO:0003135	zona pellucida	semapv:LexicalMatching	0.7
UBERON:0000088	trophoblast	skos:exactMatch	BTO:0001079	trophoblast	semapv:LexicalMatching	0.7
UBERON:0000115	lung epithelium	skos:exactMatch	BTO:0001653	lung epithelium	semapv:LexicalMatching	0.7
UBERON:0000118	lung bud	skos:exactMatch	BTO:0001643	lung bud	semapv:LexicalMatching	0.7
UBERON:0000121	perineurium	skos:exactMatch	BTO:0003153	perineurium	semapv:LexicalMatching	0.7
UBERON:0000124	epineurium	skos:exactMatch	BTO:0003154	epineurium	semapv:LexicalMatching	0.7
UBERON:0000156	theca externa	skos:exactMatch	BTO:0002852	theca externa	semapv:LexicalMatching	0.7
UBERON:0000157	theca interna	skos:exactMatch	BTO:0002851	theca interna	semapv:LexicalMatching	0.7
UBERON:0000159	anal canal	skos:exactMatch	BTO:0001978	anal canal	semapv:LexicalMatching	0.7
UBERON:0000160	intestine	skos:exactMatch	BTO:0000648	intestine	semapv:LexicalMatching	0.7
UBERON:0000165	mouth	skos:exactMatch	BTO:0001090	mouth	semapv:LexicalMatching	0.7
UBERON:0000173	amniotic fluid	skos:exactMatch	BTO:0000068	amniotic fluid	semapv:LexicalMatching	0.7
UBERON:0000178	blood	skos:exactMatch	BTO:0000089	blood	semapv:LexicalMatching	0.7
UBERON:0000304	tendon sheath	skos:exactMatch	BTO:0000051	tendon sheath	semapv:LexicalMatching	0.7
UBERON:0000305	amnion	skos:exactMatch	BTO:0000065	amnion	semapv:LexicalMatching	0.7
UBERON:0000307	blastula	skos:exactMatch	BTO:0000128	blastula	semapv:LexicalMatching	0.7
UBERON:0000309	body wall	skos:exactMatch	BTO:0000139	body wall	semapv:LexicalMatching	0.7
UBERON:0000310	breast	skos:exactMatch	BTO:0000149	breast	semapv:LexicalMatching	0.7
UBERON:0000314	cecum mucosa	skos:exactMatch	BTO:0000213	cecum mucosa	semapv:LexicalMatching	0.7
UBERON:0000315	subarachnoid space	skos:exactMatch	BTO:0000230	subarachnoid space	semapv:LexicalMatching	0.7
UBERON:0000316	cervical mucus	skos:exactMatch	BTO:0000242	cervical mucus	semapv:LexicalMatching	0.7
UBERON:0000317	colonic mucosa	skos:exactMatch	BTO:0000271	colonic mucosa	semapv:LexicalMatching	0.7
UBERON:0000320	duodenal mucosa	skos:exactMatch	BTO:0000367	duodenal mucosa	semapv:LexicalMatching	0.7
UBERON:0000325	gastric gland	skos:exactMatch	BTO:0000503	gastric gland	semapv:LexicalMatching	0.7
UBERON:0000326	pancreatic juice	skos:exactMatch	BTO:0000504	pancreatic juice	semapv:LexicalMatching	0.7
UBERON:0000328	gut wall	skos:exactMatch	BTO:0000547	gut wall	semapv:LexicalMatching	0.7
UBERON:0000331	ileal mucosa	skos:exactMatch	BTO:0000619	ileal mucosa	semapv:LexicalMatching	0.7
UBERON:0000332	yellow bone marrow	skos:exactMatch	BTO:0000635	yellow bone marrow	semapv:LexicalMatching	0.7
UBERON:0000333	intestinal gland	skos:exactMatch	BTO:0000640	intestinal gland	semapv:LexicalMatching	0.7
UBERON:0000344	mucosa	skos:exactMatch	BTO:0000886	mucosa	semapv:LexicalMatching	0.7
UBERON:0000348	ophthalmic nerve	skos:exactMatch	BTO:0000926	ophthalmic nerve	semapv:LexicalMatching	0.7
UBERON:0000349	limbic system	skos:exactMatch	BTO:0000928	limbic system	semapv:LexicalMatching	0.7
UBERON:0000351	nuchal ligament	skos:exactMatch	BTO:0000952	nuchal ligament	semapv:LexicalMatching	0.7
UBERON:0000353	parenchyma	skos:exactMatch	BTO:0001539	parenchyma	semapv:LexicalMatching	0.7
UBERON:0000355	pharyngeal mucosa	skos:exactMatch	BTO:0001047	pharyngeal mucosa	semapv:LexicalMatching	0.7
UBERON:0000358	blastocyst	skos:exactMatch	BTO:0001099	blastocyst	semapv:LexicalMatching	0.7
UBERON:0000361	red bone marrow	skos:exactMatch	BTO:0001160	red bone marrow	semapv:LexicalMatching	0.7
UBERON:0000362	renal medulla	skos:exactMatch	BTO:0001167	renal medulla	semapv:LexicalMatching	0.7
UBERON:0000369	corpus striatum	skos:exactMatch	BTO:0001311	corpus striatum	semapv:LexicalMatching	0.7
UBERON:0000371	syncytiotrophoblast	skos:exactMatch	BTO:0001335	syncytiotrophoblast	semapv:LexicalMatching	0.7
UBERON:0000375	mandibular nerve	skos:exactMatch	BTO:0001375	mandibular nerve	semapv:LexicalMatching	0.7
UBERON:0000377	maxillary nerve	skos:exactMatch	BTO:0001378	maxillary nerve	semapv:LexicalMatching	0.7
UBERON:0000378	tongue muscle	skos:exactMatch	BTO:0001386	tongue muscle	semapv:LexicalMatching	0.7
UBERON:0000379	tracheal mucosa	skos:exactMatch	BTO:0001390	tracheal mucosa	semapv:LexicalMatching	0.7
UBERON:0000382	apocrine sweat gland	skos:exactMatch	BTO:0001458	apocrine sweat gland	semapv:LexicalMatching	0.7
UBERON:0000389	lens cortex	skos:exactMatch	BTO:0001632	lens cortex	semapv:LexicalMatching	0.7
UBERON:0000390	lens nucleus	skos:exactMatch	BTO:0001633	lens nucleus	semapv:LexicalMatching	0.7
UBERON:0000391	leptomeninx	skos:exactMatch	BTO:0001634	leptomeninx	semapv:LexicalMatching	0.7
UBERON:0000395	cochlear ganglion	skos:exactMatch	BTO:0001688	cochlear ganglion	semapv:LexicalMatching	0.7
UBERON:0000397	colonic epithelium	skos:exactMatch	BTO:0001709	colonic epithelium	semapv:LexicalMatching	0.7
UBERON:0000399	jejunal mucosa	skos:exactMatch	BTO:0001742	jejunal mucosa	semapv:LexicalMatching	0.7
UBERON:0000400	jejunal epithelium	skos:exactMatch	BTO:0001743	jejunal epithelium	semapv:LexicalMatching	0.7
UBERON:0000402	nasal vestibule	skos:exactMatch	BTO:0001761	nasal vestibule	semapv:LexicalMatching	0.7
UBERON:0000403	scalp	skos:exactMatch	BTO:0001809	scalp	semapv:LexicalMatching	0.7
UBERON:0000409	serous gland	skos:exactMatch	BTO:0001837	serous gland	semapv:LexicalMatching	0.7
UBERON:0000410	bronchial mucosa	skos:exactMatch	BTO:0001846	bronchial mucosa	semapv:LexicalMatching	0.7
UBERON:0000412	dermal papilla	skos:exactMatch	BTO:0001858	dermal papilla	semapv:LexicalMatching	0.7
UBERON:0000414	mucous gland	skos:exactMatch	BTO:0001979	mucous gland	semapv:LexicalMatching	0.7
UBERON:0000415	artery wall	skos:exactMatch	BTO:0002009	artery wall	semapv:LexicalMatching	0.7
UBERON:0000420	myoepithelium	skos:exactMatch	BTO:0002308	myoepithelium	semapv:LexicalMatching	0.7
UBERON:0000423	eccrine sweat gland	skos:exactMatch	BTO:0002323	eccrine sweat gland	semapv:LexicalMatching	0.7
UBERON:0000424	gastric pit	skos:exactMatch	BTO:0002364	gastric pit	semapv:LexicalMatching	0.7
UBERON:0000429	enteric plexus	skos:exactMatch	BTO:0002437	enteric plexus	semapv:LexicalMatching	0.7
UBERON:0000437	arachnoid barrier layer	skos:exactMatch	BTO:0002498	arachnoid barrier layer	semapv:LexicalMatching	0.7
UBERON:0000439	arachnoid trabecula	skos:exactMatch	BTO:0002500	arachnoid trabecula	semapv:LexicalMatching	0.7
UBERON:0000440	trabecula	skos:exactMatch	BTO:0002501	trabecula	semapv:LexicalMatching	0.7
UBERON:0000442	right testicular vein	skos:exactMatch	BTO:0002679	right testicular vein	semapv:LexicalMatching	0.7
UBERON:0000443	left testicular vein	skos:exactMatch	BTO:0002680	left testicular vein	semapv:LexicalMatching	0.7
UBERON:0000444	lymphoid follicle	skos:exactMatch	BTO:0002684	lymphoid follicle	semapv:LexicalMatching	0.7
UBERON:0000454	cerebral subcortex	skos:exactMatch	BTO:0002858	cerebral subcortex	semapv:LexicalMatching	0.7
UBERON:0000457	cavernous artery	skos:exactMatch	BTO:0002996	cavernous artery	semapv:LexicalMatching	0.7
UBERON:0000458	endocervix	skos:exactMatch	BTO:0003002	endocervix	semapv:LexicalMatching	0.7
UBERON:0000459	uterine wall	skos:exactMatch	BTO:0003083	uterine wall	semapv:LexicalMatching	0.7
UBERON:0000473	testis	skos:exactMatch	BTO:0001363	testis	semapv:LexicalMatching	0.7
UBERON:0000474	female reproductive system	skos:exactMatch	BTO:0000083	female reproductive system	semapv:LexicalMatching	0.7
UBERON:0000483	epithelium	skos:exactMatch	BTO:0000416	epithelium	semapv:LexicalMatching	0.7
UBERON:0000916	abdomen	skos:exactMatch	BTO:0000020	abdomen	semapv:LexicalMatching	0.7
UBERON:0000922	embryo	skos:exactMatch	BTO:0000379	embryo	semapv:LexicalMatching	0.7
UBERON:0000923	germ layer	skos:exactMatch	BTO:0000556	germ layer	semapv:LexicalMatching	0.7
UBERON:0000924	ectoderm	skos:exactMatch	BTO:0000315	ectoderm	semapv:LexicalMatching	0.7
UBERON:0000925	endoderm	skos:exactMatch	BTO:0000800	endoderm	semapv:LexicalMatching	0.7
UBERON:0000926	mesoderm	skos:exactMatch	BTO:0000839	mesoderm	semapv:LexicalMatching	0.7
UBERON:0000930	stomodeum	skos:exactMatch	BTO:0004224	stomodeum	semapv:LexicalMatching	0.7
UBERON:0000939	imaginal disc	skos:exactMatch	BTO:0004658	imaginal disc	semapv:LexicalMatching	0.7
UBERON:0000945	stomach	skos:exactMatch	BTO:0001307	stomach	semapv:LexicalMatching	0.7
UBERON:0000947	aorta	skos:exactMatch	BTO:0000135	aorta	semapv:LexicalMatching	0.7
UBERON:0000948	heart	skos:exactMatch	BTO:0000562	heart	semapv:LexicalMatching	0.7
UBERON:0000955	brain	skos:exactMatch	BTO:0000142	brain	semapv:LexicalMatching	0.7
UBERON:0000956	cerebral cortex	skos:exactMatch	BTO:0000233	cerebral cortex	semapv:LexicalMatching	0.7
UBERON:0000961	thoracic ganglion	skos:exactMatch	BTO:0001831	thoracic ganglion	semapv:LexicalMatching	0.7
UBERON:0000964	cornea	skos:exactMatch	BTO:0000286	cornea	semapv:LexicalMatching	0.7
UBERON:0000966	retina	skos:exactMatch	BTO:0001175	retina	semapv:LexicalMatching	0.7
UBERON:0000971	ommatidium	skos:exactMatch	BTO:0001922	ommatidium	semapv:LexicalMatching	0.7
UBERON:0000974	neck	skos:exactMatch	BTO:0000420	neck	semapv:LexicalMatching	0.7
UBERON:0000975	sternum	skos:exactMatch	BTO:0001302	sternum	semapv:LexicalMatching	0.7
UBERON:0000977	pleura	skos:exactMatch	BTO:0001791	pleura	semapv:LexicalMatching	0.7
UBERON:0000979	tibia	skos:exactMatch	BTO:0001252	tibia	semapv:LexicalMatching	0.7
UBERON:0000981	femur	skos:exactMatch	BTO:0001284	femur	semapv:LexicalMatching	0.7
UBERON:0000988	pons	skos:exactMatch	BTO:0001101	pons	semapv:LexicalMatching	0.7
UBERON:0000989	penis	skos:exactMatch	BTO:0000405	penis	semapv:LexicalMatching	0.7
UBERON:0000990	reproductive system	skos:exactMatch	BTO:0000081	reproductive system	semapv:LexicalMatching	0.7
UBERON:0000991	gonad	skos:exactMatch	BTO:0000534	gonad	semapv:LexicalMatching	0.7
UBERON:0000992	ovary	skos:exactMatch	BTO:0000975	ovary	semapv:LexicalMatching	0.7
UBERON:0000993	oviduct	skos:exactMatch	BTO:0000980	oviduct	semapv:LexicalMatching	0.7
UBERON:0000995	uterus	skos:exactMatch	BTO:0001424	uterus	semapv:LexicalMatching	0.7
UBERON:0000996	vagina	skos:exactMatch	BTO:0000243	vagina	semapv:LexicalMatching	0.7
UBERON:0000998	seminal vesicle	skos:exactMatch	BTO:0001234	seminal vesicle	semapv:LexicalMatching	0.7
UBERON:0000999	ejaculatory duct	skos:exactMatch	BTO:0001580	ejaculatory duct	semapv:LexicalMatching	0.7
UBERON:0001000	vas deferens	skos:exactMatch	BTO:0001427	vas deferens	semapv:LexicalMatching	0.7
UBERON:0001004	respiratory system	skos:exactMatch	BTO:0000203	respiratory system	semapv:LexicalMatching	0.7
UBERON:0001013	adipose tissue	skos:exactMatch	BTO:0001487	adipose tissue	semapv:LexicalMatching	0.7
UBERON:0001016	nervous system	skos:exactMatch	BTO:0001484	nervous system	semapv:LexicalMatching	0.7
UBERON:0001017	central nervous system	skos:exactMatch	BTO:0000227	central nervous system	semapv:LexicalMatching	0.7
UBERON:0001021	nerve	skos:exactMatch	BTO:0000925	nerve	semapv:LexicalMatching	0.7
UBERON:0001040	yolk sac	skos:exactMatch	BTO:0001471	yolk sac	semapv:LexicalMatching	0.7
UBERON:0001041	foregut	skos:exactMatch	BTO:0000507	foregut	semapv:LexicalMatching	0.7
UBERON:0001043	esophagus	skos:exactMatch	BTO:0000959	esophagus	semapv:LexicalMatching	0.7
UBERON:0001045	midgut	skos:exactMatch	BTO:0000863	midgut	semapv:LexicalMatching	0.7
UBERON:0001046	hindgut	skos:exactMatch	BTO:0000510	hindgut	semapv:LexicalMatching	0.7
UBERON:0001048	primordium	skos:exactMatch	BTO:0001886	primordium	semapv:LexicalMatching	0.7
UBERON:0001049	neural tube	skos:exactMatch	BTO:0001057	neural tube	semapv:LexicalMatching	0.7
UBERON:0001052	rectum	skos:exactMatch	BTO:0001158	rectum	semapv:LexicalMatching	0.7
UBERON:0001054	Malpighian tubule	skos:exactMatch	BTO:0000810	malpighian tubule	semapv:LexicalMatching	0.7
UBERON:0001058	mushroom body	skos:exactMatch	BTO:0002675	mushroom body	semapv:LexicalMatching	0.7
UBERON:0001070	external carotid artery	skos:exactMatch	BTO:0004696	external carotid artery	semapv:LexicalMatching	0.7
UBERON:0001072	inferior vena cava	skos:exactMatch	BTO:0002682	inferior vena cava	semapv:LexicalMatching	0.7
UBERON:0001087	pleural fluid	skos:exactMatch	BTO:0003080	pleural fluid	semapv:LexicalMatching	0.7
UBERON:0001088	urine	skos:exactMatch	BTO:0001419	urine	semapv:LexicalMatching	0.7
UBERON:0001089	sweat	skos:exactMatch	BTO:0001254	sweat	semapv:LexicalMatching	0.7
UBERON:0001103	diaphragm	skos:exactMatch	BTO:0000341	diaphragm	semapv:LexicalMatching	0.7
UBERON:0001132	parathyroid gland	skos:exactMatch	BTO:0000997	parathyroid gland	semapv:LexicalMatching	0.7
UBERON:0001136	mesothelium	skos:exactMatch	BTO:0002422	mesothelium	semapv:LexicalMatching	0.7
UBERON:0001137	dorsum	skos:exactMatch	BTO:0001713	dorsum	semapv:LexicalMatching	0.7
UBERON:0001138	superior mesenteric vein	skos:exactMatch	BTO:0002783	superior mesenteric vein	semapv:LexicalMatching	0.7
UBERON:0001140	renal vein	skos:exactMatch	BTO:0002681	renal vein	semapv:LexicalMatching	0.7
UBERON:0001144	testicular vein	skos:exactMatch	BTO:0002678	testicular vein	semapv:LexicalMatching	0.7
UBERON:0001154	vermiform appendix	skos:exactMatch	BTO:0000084	vermiform appendix	semapv:LexicalMatching	0.7
UBERON:0001155	colon	skos:exactMatch	BTO:0000269	colon	semapv:LexicalMatching	0.7
UBERON:0001179	peritoneal cavity	skos:exactMatch	BTO:0001782	peritoneal cavity	semapv:LexicalMatching	0.7
UBERON:0001182	superior mesenteric artery	skos:exactMatch	BTO:0002303	superior mesenteric artery	semapv:LexicalMatching	0.7
UBERON:0001183	inferior mesenteric artery	skos:exactMatch	BTO:0002302	inferior mesenteric artery	semapv:LexicalMatching	0.7
UBERON:0001184	renal artery	skos:exactMatch	BTO:0001165	renal artery	semapv:LexicalMatching	0.7
UBERON:0001193	hepatic artery	skos:exactMatch	BTO:0004307	hepatic artery	semapv:LexicalMatching	0.7
UBERON:0001212	duodenal gland	skos:exactMatch	BTO:0002376	duodenal gland	semapv:LexicalMatching	0.7
UBERON:0001215	inferior mesenteric vein	skos:exactMatch	BTO:0002782	inferior mesenteric vein	semapv:LexicalMatching	0.7
UBERON:0001228	renal papilla	skos:exactMatch	BTO:0003925	renal papilla	semapv:LexicalMatching	0.7
UBERON:0001229	renal corpuscle	skos:exactMatch	BTO:0000333	renal corpuscle	semapv:LexicalMatching	0.7
UBERON:0001235	adrenal cortex	skos:exactMatch	BTO:0000045	adrenal cortex	semapv:LexicalMatching	0.7
UBERON:0001236	adrenal medulla	skos:exactMatch	BTO:0000049	adrenal medulla	semapv:LexicalMatching	0.7
UBERON:0001242	intestinal mucosa	skos:exactMatch	BTO:0000642	intestinal mucosa	semapv:LexicalMatching	0.7
UBERON:0001245	anus	skos:exactMatch	BTO:0001680	anus	semapv:LexicalMatching	0.7
UBERON:0001255	urinary bladder	skos:exactMatch	BTO:0001418	urinary bladder	semapv:LexicalMatching	0.7
UBERON:0001264	pancreas	skos:exactMatch	BTO:0000988	pancreas	semapv:LexicalMatching	0.7
UBERON:0001268	peritoneal fluid	skos:exactMatch	BTO:0001031	peritoneal fluid	semapv:LexicalMatching	0.7
UBERON:0001277	intestinal epithelium	skos:exactMatch	BTO:0000781	intestinal epithelium	semapv:LexicalMatching	0.7
UBERON:0001285	nephron	skos:exactMatch	BTO:0000924	nephron	semapv:LexicalMatching	0.7
UBERON:0001296	myometrium	skos:exactMatch	BTO:0000907	myometrium	semapv:LexicalMatching	0.7
UBERON:0001299	glans penis	skos:exactMatch	BTO:0003118	glans penis	semapv:LexicalMatching	0.7
UBERON:0001301	epididymis	skos:exactMatch	BTO:0000408	epididymis	semapv:LexicalMatching	0.7
UBERON:0001305	ovarian follicle	skos:exactMatch	BTO:0000475	ovarian follicle	semapv:LexicalMatching	0.7
UBERON:0001308	external iliac artery	skos:exactMatch	BTO:0004666	external iliac artery	semapv:LexicalMatching	0.7
UBERON:0001309	internal iliac artery	skos:exactMatch	BTO:0004667	internal iliac artery	semapv:LexicalMatching	0.7
UBERON:0001310	umbilical artery	skos:exactMatch	BTO:0000841	umbilical artery	semapv:LexicalMatching	0.7
UBERON:0001322	sciatic nerve	skos:exactMatch	BTO:0001221	sciatic nerve	semapv:LexicalMatching	0.7
UBERON:0001333	male urethra	skos:exactMatch	BTO:0004089	male urethra	semapv:LexicalMatching	0.7
UBERON:0001334	female urethra	skos:exactMatch	BTO:0004088	female urethra	semapv:LexicalMatching	0.7
UBERON:0001335	prostatic urethra	skos:exactMatch	BTO:0003163	prostatic urethra	semapv:LexicalMatching	0.7
UBERON:0001347	white adipose tissue	skos:exactMatch	BTO:0001456	white adipose tissue	semapv:LexicalMatching	0.7
UBERON:0001348	brown adipose tissue	skos:exactMatch	BTO:0000156	brown adipose tissue	semapv:LexicalMatching	0.7
UBERON:0001359	cerebrospinal fluid	skos:exactMatch	BTO:0000237	cerebrospinal fluid	semapv:LexicalMatching	0.7
UBERON:0001363	great saphenous vein	skos:exactMatch	BTO:0003271	great saphenous vein	semapv:LexicalMatching	0.7
UBERON:0001434	skeletal system	skos:exactMatch	BTO:0001486	skeletal system	semapv:LexicalMatching	0.7
UBERON:0001437	epiphysis	skos:exactMatch	BTO:0000413	epiphysis	semapv:LexicalMatching	0.7
UBERON:0001446	fibula	skos:exactMatch	BTO:0002346	fibula	semapv:LexicalMatching	0.7
UBERON:0001447	tarsal bone	skos:exactMatch	BTO:0002343	tarsal bone	semapv:LexicalMatching	0.7
UBERON:0001448	metatarsal bone	skos:exactMatch	BTO:0002347	metatarsal bone	semapv:LexicalMatching	0.7
UBERON:0001456	face	skos:exactMatch	BTO:0003369	face	semapv:LexicalMatching	0.7
UBERON:0001465	knee	skos:exactMatch	BTO:0003595	knee	semapv:LexicalMatching	0.7
UBERON:0001488	ankle joint	skos:exactMatch	BTO:0004706	ankle joint	semapv:LexicalMatching	0.7
